Dynamo Sports Palace	/m/0265f5t			
Stockholms Olympiastadion	/m/06qq5y	1912 Summer Olympics		
Lord's Cricket Ground	/m/021p_v	2012 Summer Olympics	Archery at the 2012 Summer Olympics – Men's individual,Archery at the 2012 Summer Olympics – Men's team,Archery at the 2012 Summer Olympics – Women's team,Archery at the 2012 Summer Olympics – Women's individual	
Laoshan Mountain Bike Course	/m/0dhv0m	2008 Summer Olympics		
Utah Olympic Park bobsleigh/luge/skeleton track	/m/03mc8qd	2002 Winter Olympics	Skeleton at the 2002 Winter Olympics – Men's,Luge at the 2002 Winter Olympics – Doubles,Skeleton at the 2002 Winter Olympics – Women's,Luge at the 2002 Winter Olympics – Men's singles	
Pavelló de la Vall d'Hebron	/m/062zkc1	1992 Summer Olympics	Volleyball at the 1992 Summer Olympics - Women's volleyball,Volleyball at the 1992 Summer Olympics - Men's volleyball	
Olympic Stadium	/m/0261rg5	1980 Summer Olympics		
Canberra Stadium	/m/02g2dk	2000 Summer Olympics		
Hong Kong Sports Institute	/m/0dgtw2		Equestrian at the 2008 Summer Olympics - Team jumping,Equestrian at the 2008 Summer Olympics - Team eventing,Equestrian at the 2008 Summer Olympics - Individual eventing,Equestrian at the 2008 Summer Olympics - Dressage, Individual,Equestrian at the 2008 Summer Olympics - Team dressage	
Asim Ferhatović Hase Stadium	/m/0332hw	1984 Winter Olympics		
Jangchung Gymnasium	/m/03cjlq9			
Ryde Aquatic Leisure Centre	/m/04f990z	2000 Summer Olympics		
McDonald's Olympic Swim Stadium	/m/04jltjg			
The Mall	/m/01dmcq	2012 Summer Olympics	Athletics at the 2012 Summer Olympics - Women's 20 km Walk,Athletics at the 2012 Summer Olympics - Men's 50 km walk,Athletics at the 2012 Summer Olympics – Men's 20 kilometres walk,Athletics at the 2012 Summer Olympics – Men's marathon,Cycling at the 2012 Summer Olympics – Women's road race,Athletics at the 2012 Summer Olympics – Women's marathon,Cycling at the 2012 Summer Olympics – Men's road race	
Schwalbach Friedrich Ebert Schule	/m/04f9911	2000 Summer Olympics		
Beijing Institute of Technology Gymnasium	/m/03y89bx	2008 Summer Olympics	Volleyball at the 2008 Summer Olympics - Women's volleyball,Volleyball at the 2008 Summer Olympics - Men's volleyball	
Cesana Pariol	/m/0bkmxp		Luge at the 2002 Winter Olympics – Women's singles	
Hindmarsh Stadium	/m/087b9k	2000 Summer Olympics		
Vikingskipet Olympic Arena	/m/07rwt6			
Ming Tomb Reservoir	/m/04g6cnq	2008 Summer Olympics	Triathlon at the 2008 Summer Olympics - Men's Triathlon,Triathlon at the 2008 Summer Olympics - Women's Triathlon	
St. Moritz-Celerina Olympic Bobrun	/m/03m5cd5	1948 Winter Olympics		
Arena Mexico	/m/0274hrx			
Sydney Entertainment Centre	/m/06wt7s	2000 Summer Olympics	Volleyball at the 2000 Summer Olympics - Women's volleyball,Volleyball at the 2000 Summer Olympics - Men's volleyball	
Lake Sagami	/m/04lf7hq			
Estadio Olímpico Universitario	/m/06g0wf	1968 Summer Olympics		
Minor Arena	/m/0264hbx			
Estadi de la Nova Creu Alta	/m/02753x4			
Los Angeles Memorial Sports Arena	/m/039x8j			
Beijing Shooting Range Clay Target Field	/m/0d7qq9			
Chaoyang Park Beach Volleyball Ground	/m/0dchj8	2008 Summer Olympics	Volleyball at the 2008 Summer Olympics - Women's beach volleyball,Volleyball at the 2008 Summer Olympics - Men's beach volleyball	
Workers Stadium	/m/07793c	2008 Summer Olympics		
Stegeman Coliseum	/m/0664l7	1996 Summer Olympics	Volleyball at the 1996 Summer Olympics - Men's volleyball,Volleyball at the 1996 Summer Olympics - Women's volleyball	
Triathlon Venue	/m/04f3mgj			
Kirov Stadium	/m/08lhwm			
Georgia International Horse Park	/m/0f0834	1996 Summer Olympics		
Laoshan Bicycle Moto Cross (BMX) Venue	/m/04f1k1_	2008 Summer Olympics		
Beijing Olympic Green Tennis Court	/m/04dst2j	2008 Summer Olympics		
Whistler Media Centre	/m/06vyxz0	2010 Winter Olympics		
Young Pioneers Stadium	/m/07jgr9			
Olympisch Stadion	/m/06rt0t	1920 Summer Olympics		
Broxbourne White Water Canoe Centre	/m/06wl8j	2012 Summer Olympics	Canoeing at the 2012 Summer Olympics – Men's slalom K-1,Canoeing at the 2012 Summer Olympics – Men's slalom C-2,Canoeing at the 2012 Summer Olympics – Women's slalom K-1,Canoeing at the 2012 Summer Olympics – Men's slalom C-1	
Cypress Mountain	/m/046qyj	2010 Winter Olympics	Freestyle skiing at the 2010 Winter Olympics – Women's aerials,Freestyle skiing at the 2010 Winter Olympics – Men's moguls,Freestyle skiing at the 2010 Winter Olympics – Women's moguls,Freestyle skiing at the 2010 Winter Olympics – Men's ski cross,Freestyle skiing at the 2010 Winter Olympics – Men's aerials,Freestyle skiing at the 2010 Winter Olympics – Women's ski cross	
Stadium Australia	/m/01y8pt	2000 Summer Olympics		
Sangmu Gymnasium	/m/027f1x0			
Palau dels Esports de Barcelona	/m/03c48hk	1992 Summer Olympics	Volleyball at the 1992 Summer Olympics - Women's volleyball,Volleyball at the 1992 Summer Olympics - Men's volleyball	
Seoul Olympic Park Tennis Center	/m/03gtl_9			
White City Stadium	/m/03r6fh	1908 Summer Olympics		
Whistler Olympic Park	/m/04jpnbk	2010 Winter Olympics	Biathlon at the 2010 Winter Olympics – Women's sprint,Ski jumping at the 2010 Winter Olympics – Large hill team,Cross-country skiing at the 2010 Winter Olympics – Women's sprint,Cross-country skiing at the 2010 Winter Olympics – Women's team sprint,Cross-country skiing at the 2010 Winter Olympics – Women's 4 x 5 kilometre relay,Biathlon at the 2010 Winter Olympics – Women's individual,Biathlon at the 2010 Winter Olympics – Women's relay,Biathlon at the 2010 Winter Olympics – Men's relay,Cross-country skiing at the 2010 Winter Olympics – Men's 30 kilometre pursuit,Cross-Country Skiing at the 2010 Winter Olympics - Men's 50 km Classical,Biathlon at the 2010 Winter Olympics – Women's pursuit,Biathlon at the 2010 Winter Olympics – Men's pursuit,Nordic combined at the 2010 Winter Olympics – Individual large hill/10 km,Cross-country skiing at the 2010 Winter Olympics – Men's 4 x 10 kilometre relay,Cross-country skiing at the 2010 Winter Olympics – Women's 10 kilometre freestyle,Cross-country skiing at the 2010 Winter Olympics – Women's 15 kilometre pursuit,Cross-country skiing at the 2010 Winter Olympics – Men's team sprint,Cross-country skiing at the 2010 Winter Olympics – Men's sprint,Biathlon at the 2010 Winter Olympics – Men's individual,Biathlon at the 2010 Winter Olympics – Men's mass start,Biathlon at the 2010 Winter Olympics – Men's sprint,Nordic combined at the 2010 Winter Olympics – Team large hill/4 x 5 km,Nordic combined at the 2010 Winter Olympics – Individual normal hill/10 km,Ski jumping at the 2010 Winter Olympics – Large hill individual,Ski jumping at the 2010 Winter Olympics – Normal hill individual,Biathlon at the 2010 Winter Olympics – Women's mass start,Cross-country skiing at the 2010 Winter Olympics – Women's 30 kilometre classical,Cross-country skiing at the 2010 Winter Olympics – Men's 15 kilometre freestyle	
Suwon Gymnasium	/m/027f1v9			
Olympic Fencing Gymnasium	/m/027f1zs			
Whistler Olympic and Paralympic Village	/m/05b6x5z	2010 Winter Olympics		
Titan Gym	/m/09hjt7			
La Romareda	/m/094tfm			
Stanford Stadium	/m/04l7m8			
Allianz Stadium	/m/02l3gv	2000 Summer Olympics		
Prado Regional Park	/m/02658mf			
Sydney International Shooting Centre	/m/04lj6lv	2000 Summer Olympics		
Magdalena Mixhuca Sports City	/m/04jcyyd			
Beijing Science and Technology University Gymnasium	/m/0d9sxf	2008 Summer Olympics	Judo at the 2008 Summer Olympics - Women's 70 kg,Judo at the 2008 Summer Olympics – Women's 78 kg,Judo at the 2008 Summer Olympics - Men's Half Middleweight  (81 kg),Judo at the 2008 Summer Olympics - Women's +78 kg,Judo at the 2008 Summer Olympics – Men's Middleweight (90 kg),Judo at the 2008 Summer Olympics – Men's Half Lightweight (66 kg),Taekwondo at the 2008 Summer Olympics - Men's 58 kg,Judo at the 2008 Summer Olympics – Women's 52 kg,Judo at the 2008 Summer Olympics - Women's 57 kg,Judo at the 2008 Summer Olympics – Women's 63 kg,Judo at the 2008 Summer Olympics – Men's Extra Lightweight (-60 kg),Judo at the 2008 Summer Olympics - Women's 48 kg,Judo at the 2008 Summer Olympics – Men's Lightweight 73 kg	
Olympic Green Hockey Field	/m/0dchry			
Beijing National Indoor Stadium	/m/0bzhj_	2008 Summer Olympics	Gymnastics at the 2008 Summer Olympics - Women's Floor,Gymnastics at the 2008 Summer Olympics - Men's artistic individual all-around,Gymnastics at the 2008 Summer Olympics - Women's Vault,Gymnastics at the 2008 Summer Olympics - Men's rings,Gymnastics at the 2008 Summer Olympics - Men's parallel bars,Gymnastics at the 2008 Summer Olympics - Men's Floor Exercises,Gymnastics at the 2008 Summer Olympics - Women's artistic team all-around,Gymnastics at the 2008 Summer Olympics - Women's Balance Beam,Gymnastics at the 2008 Summer Olympics - Men's Horizontal Bar,Gymnastics at the 2008 Summer Olympics - Men's trampoline,Gymnastics at the 2008 Summer Olympics - Women's trampoline,Gymnastics at the 2008 Summer Olympics - Men's Vault,Gymnastics at the 2008 Summer Olympics - Women's Uneven Bars,Gymnastics at the 2008 Summer Olympics - Men's pommel horse,Gymnastics at the 2008 Summer Olympics - Men's artistic team all-around	
Park City Mountain Resort	/m/0dzsz5	2002 Winter Olympics		
Saemaul Sports Hall	/m/062zkcq	1988 Summer Olympics	Volleyball at the 1988 Summer Olympics - Men's volleyball	
Sydney International Equestrian Centre	/m/04f990s	2000 Summer Olympics		
Palacio de los Deportes	/m/06fnj9			
Whistler Sliding Centre	/m/03nqnmw	2010 Winter Olympics	Bobsleigh at the 2010 Winter Olympics – Two-man,Skeleton at the 2010 Winter Olympics – Women's,Bobsleigh at the 2010 Winter Olympics – Four-man,Bobsleigh at the 2010 Winter Olympics – Two-woman,Luge at the 2010 Winter Olympics – Men's singles,Luge at the 2010 Winter Olympics – Doubles,Skeleton at the 2010 Winter Olympics – Men's,Luge at the 2010 Winter Olympics – Women's singles	
Rice-Eccles Stadium	/m/0476cf	2002 Winter Olympics		
Lake Lanier	/m/06l6n5	1996 Summer Olympics		
Luzhniki Palace of Sports	/m/07gtqd			
Whistler-Blackcomb	/m/018b9p	2010 Winter Olympics	Alpine skiing at the 2010 Winter Olympics – Women's downhill,Alpine skiing at the 2010 Winter Olympics – Men's downhill,Alpine skiing at the 2010 Winter Olympics – Men's Super Combined,Alpine skiing at the 2010 Winter Olympics – Women's giant slalom,Alpine skiing at the 2010 Winter Olympics – Women's Super Combined,Alpine skiing at the 2010 Winter Olympics – Women's Super-G,Alpine skiing at the 2010 Winter Olympics – Men's giant slalom,Alpine skiing at the 2010 Winter Olympics – Women's slalom,Alpine skiing at the 2010 Winter Olympics – Men's Super-G,Alpine skiing at the 2010 Winter Olympics – Men's slalom	
Sydney International Regatta Centre	/m/02rt8lx			
Olympic Stadium	/m/03js7d	1936 Summer Olympics		
Capital Indoor Stadium	/m/0d9m3f	2008 Summer Olympics	Volleyball at the 2008 Summer Olympics - Women's volleyball,Volleyball at the 2008 Summer Olympics - Men's volleyball	
Olympic Stadium	/m/03qr71	2004 Summer Olympics	Athletics at the 2004 Summer Olympics - Women's 1,500 metres,Athletics at the 2004 Summer Olympics - Men's 1,500 metres,Athletics at the 2004 Summer Olympics - Men's Decathlon,Athletics at the 2004 Summer Olympics - Men's discus throw	
Olympic Stadium	/m/06stlq	2012 Summer Olympics	Athletics at the 2012 Summer Olympics - Men's 4x400 metre relay,Athletics at the 2012 Summer Olympics – Women's 800 metres,Athletics at the 2012 Summer Olympics – Women's high jump,Athletics at the 2012 Summer Olympics – Women's 400 metres,Athletics at the 2012 Summer Olympics – Men's 200 metres,Athletics at the 2012 Summer Olympics – Women's triple jump,Athletics at the 2012 Summer Olympics – Women's 5000 metres,Athletics at the 2012 Summer Olympics – Women's 100 metres hurdles,Athletics at the 2012 Summer Olympics - Women's 4x400 metre relay,Athletics at the 2012 Summer Olympics – Men's 400 metres,Athletics at the 2012 Summer Olympics – Men's high jump,Athletics at the 2012 Summer Olympics – Women's pole vault,Athletics at the 2012 Summer Olympics – Men's 1500 metres,Athletics at the 2012 Summer Olympics – Men's long jump,Athletics at the 2012 Summer Olympics – Men's hammer throw,Athletics at the 2012 Summer Olympics – Men's 10,000 metres,Athletics at the 2012 Summer Olympics - Women's DiscusThrow,Athletics at the 2012 Summer Olympics – Men's 3000 metres steeplechase,Athletics at the 2012 Summer Olympics – Men's javelin throw,Athletics at the 2012 Summer Olympics – Men's pole vault,Athletics at the 2012 Summer Olympics – Women's 3000 metres steeplechase,Athletics at the 2012 Summer Olympics – Men's 100 metres,Athletics at the 2012 Summer Olympics – Women's heptathlon,Athletics at the 2012 Summer Olympics – Women's shot put,Athletics at the 2012 Summer Olympics – Men's shot put,Athletics at the 2012 Summer Olympics – Women's 400 metres hurdles,Athletics at the 2012 Summer Olympics - Women's 4x100 metre relay,Athletics at the 2012 Summer Olympics – Men's 5000 metres,Athletics at the 2012 Summer Olympics – Women's hammer throw,Athletics at the 2012 Summer Olympics – Men's discus throw,Athletics at the 2012 Summer Olympics – Women's 200 metres,Athletics at the 2012 Summer Olympics – Women's long jump,Athletics at the 2012 Summer Olympics – Women's 100 metres,Athletics at the 2012 Summer Olympics – Women's 10,000 metres,Athletics at the 2012 Summer Olympics – Women's javelin throw,Athletics at the 2012 Summer Olympics – Men's 800 metres,Athletics at the 2012 Summer Olympics – Men's 4 x 100 metres relay,Athletics at the 2012 Summer Olympics – Men's 400 metres hurdles,Athletics at the 2012 Summer Olympics – Men's triple jump,Athletics at the 2012 Summer Olympics – Men's decathlon,Athletics at the 2012 Summer Olympics – Women's 1500 metres,Athletics at the 2012 Summer Olympics – Men's 110 metres hurdles	
BC Place	/m/03b4g3	2010 Winter Olympics		
Harvard Stadium	/m/039ndv			
Estadio Nou Camp	/m/06fss3			
Lake Xochimilco	/m/07684x			
Schinias Olympic Rowing and Canoeing Centre	/m/03k7q3			
Bondi Beach	/m/020772	2000 Summer Olympics	Volleyball at the 2000 Summer Olympics - Men's beach volleyball,Volleyball at the 2000 Summer Olympics - Women's beach volleyball	
Old Trafford	/m/030lpl	2012 Summer Olympics	Football at the 2012 Summer Olympics – Women's tournament,Football at the 2012 Summer Olympics – Men's tournament	
Luzhniki Stadium	/m/023vdg	1980 Summer Olympics		
Beijing National Aquatics Centre	/m/09xvbg	2008 Summer Olympics	Diving at the 2008 Summer Olympics - Men's Synchronised 3m Springboard,Diving at the 2008 Summer Olympics - Women's Synchronised 10m Platform,Swimming at the 2008 Summer Olympics - Men's 200 metre freestyle,Swimming at the 2008 Summer Olympics - Women's 400 metre Individual Medley,Swimming at the 2008 Summer Olympics - Women's 100 metre freestyle,Diving at the 2008 Summer Olympics – Women's synchronized 3 metre springboard,Swimming at the 2008 Summer Olympics - Men's 400 metre individual medley,Swimming at the 2008 Summer Olympics - Men's 4 x 200 metre freestyle relay,Swimming at the 2008 Summer Olympics - Women's 100 metre backstroke,Swimming at the 2008 Summer Olympics - Men's 50 metre freestyle,Swimming at the 2008 Summer Olympics - Men's 100 metre breaststroke,Swimming at the 2008 Summer Olympics - Women's 100 metre breaststroke,Swimming at the 2008 Summer Olympics - Women's 200 metre breaststroke,Swimming at the 2008 Summer Olympics - Men's 400 metre freestyle,Swimming at the 2008 Summer Olympics - Women's 200 metre freestyle,Swimming at the 2008 Summer Olympics - Women's 4 x 100 metre freestyle relay,Swimming at the 2008 Summer Olympics - Women's 400 metre freestyle,Swimming at the 2008 Summer Olympics - Men's 200 metre backstroke,Swimming at the 2008 Summer Olympics - Women's 4 x 200 metre freestyle relay,Swimming at the 2008 Summer Olympics - Men's 100 metre backstroke,Swimming at the 2008 Summer Olympics - Women's 200 metre butterfly,Diving at the 2008 Summer Olympics - Men's 3 metre springboard,Swimming at the 2008 Summer Olympics - Men's 4 x 100 metre freestyle relay,Swimming at the 2008 Summer Olympics - Men's 200 metre breaststroke,Swimming at the 2008 Summer Olympics - Men's 200 metre individual medley,Swimming at the 2008 Summer Olympics - Men's 200 metre butterfly,Diving at the 2008 Summer Olympics - Women's 3 metre springboard,Swimming at the 2008 Summer Olympics - Men's 100 metre freestyle,Swimming at the 2008 Summer Olympics - Women's 200 metre Individual Medley,Swimming at the 2008 Summer Olympics - Women's 100 metre butterfly,Diving at the 2008 Summer Olympics – Men's synchronized 10 metre platform	
Beijing University of Aeronautics & Astronautics Gymnasium	/m/04dst32	2008 Summer Olympics	Weightlifting at the 2008 Summer Olympics - Men's Middle Heavyweight 85-94 kg,Weightlifting at the 2008 Summer Olympics - Women's 63 kg,Weightlifting at the 2008 Summer Olympics - Women's 48 kg,Weightlifting at the 2008 Summer Olympics - Men's Bantamweight -56 kg,Weightlifting at the 2008 Summer Olympics - Men's Featherweight 56-62 kg,Weightlifting at the 2008 Summer Olympics – Women's 58 kg,Weightlifting at the 2008 Summer Olympics - Men's Lightweight 62-69 kg,Weightlifting at the 2008 Summer Olympics - Men's Middleweight 69-77 kg,Weightlifting at the 2008 Summer Olympics - Women's 75 kg,Weightlifting at the 2008 Summer Olympics - Men's Light Heavyweight 77-85 kg,Weightlifting at the 2008 Summer Olympics - Women's 69 kg,Weightlifting at the 2008 Summer Olympics - Men's Heavyweight 94 - 105 kg,Weightlifting at the 2008 Summer Olympics - Men's Super Heavyweight +105 kg,Weightlifting at the 2008 Summer Olympics - Women's 53 kg	
The Dome and Exhibition Complex	/m/04f990h	2000 Summer Olympics		
London	/m/04jpl			
Nanjing Olympic Sports Center Gymnasium	/m/0h4v91	2008 Summer Olympics		
National Auditorium	/m/0d9xtm			
Lake Placid Olympic Sports Complex	/m/0465zbm	1980 Winter Olympics		
Beijing Olympic Green Hockey Stadium	/m/04dst38	2008 Summer Olympics		
Mestalla	/m/069nqf			
Royal Artillery Barracks	/m/06wrjd	2012 Summer Olympics	Shooting at the 2012 Summer Olympics - Men's 10 metre air pistol,Shooting at the 2012 Summer Olympics - Women's Skeet,Shooting at the 2012 Summer Olympics - Men's Double Trap,Shooting at the 2012 Summer Olympics - Men's Trap,Shooting at the 2012 Summer Olympics - Men's 10m air rifle,Shooting at the 2012 Summer Olympics - Men's 50 metre rifle three positions,Shooting at the 2012 Summer Olympics - Men's 50 metre rifle, prone,Shooting at the 2012 Summer Olympics - Women's 10 metre air pistol,Shooting at the 2012 Summer Olympics - Women's Trap,Shooting at the 2012 Summer Olympics - Women's 10 metre air rifle,Shooting at the 2012 Summer Olympics - Men's Skeet,Shooting at the 2012 Summer Olympics - Women's 50 metre rifle, three positions,Shooting at the 2012 Summer Olympics - Men's 50 metre pistol,Shooting at the 2012 Summer Olympics - Women's 25 metre pistol,Shooting at the 2012 Summer Olympics - Men's 25 metre rapid fire pistol	
Olympic Stadium Munich	/m/03qst1			
Palau Blaugrana	/m/0ckf6j			
Santa Anita Park	/m/0280lk			
Yokohama Cultural Gymnasium	/m/02z8wd9			
Shunyi Olympic Rowing-Canoeing Park	/m/02qrjnb	2008 Summer Olympics	Canoeing at the 2008 Summer Olympics - Men's slalom C-2,Canoeing at the 2008 Summer Olympics - Women's slalom K-1,Rowing at the 2008 Summer Olympics - Men's double sculls,Rowing at the 2008 Summer Olympics - Women's single sculls,Canoeing at the 2008 Summer Olympics - Men's slalom C-1,Rowing at the 2008 Summer Olympics - Women's lightweight double sculls,Canoeing at the 2008 Summer Olympics - Men's slalom K-1,Rowing at the 2008 Summer Olympics - Men's lightweight double sculls,Rowing at the 2008 Summer Olympics - Women's double sculls,Rowing at the 2008 Summer Olympics - Men's Single Sculls	
Qingdao International Sailing Centre	/m/0fxjqx		Sailing at the 2008 Summer Olympics - Women's 470 class	
Estadio Jalisco	/m/06fl1l			
Camp Nou	/m/01ggjl			
Alexander Memorial Coliseum	/m/0390j7	1996 Summer Olympics		
Omni Coliseum	/m/039xmp	1996 Summer Olympics	Volleyball at the 1996 Summer Olympics - Men's volleyball,Volleyball at the 1996 Summer Olympics - Women's volleyball	
The Forum	/m/039nb5			
Estadio Azteca	/m/05_q0_			
Olympic Green Archery Field	/m/0dchw1	2008 Summer Olympics	Archery at the 2008 Summer Olympics - Women's individual,Archery at the 2008 Summer Olympics - Men's team,Archery at the 2008 Summer Olympics - Women's team,Archery at the 2008 Summer Olympics - Men's individual	
Whiteface Mountain	/m/06qvwg	1980 Winter Olympics		
Hanyang University Gymnasium	/m/027f1v_	1988 Summer Olympics	Volleyball at the 1988 Summer Olympics - Men's volleyball	
Francis Field	/m/06sktf	1904 Summer Olympics		
China Agricultural University Gymnasium	/m/0d7rvw	2008 Summer Olympics	Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Super Heavyweight,Wrestling at the 2008 Summer Olympics - Men's freestyle Middleweight,Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Featherweight,Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Heavyweight,Wrestling at the 2008 Summer Olympics - Women's Freestyle Middleweight,Wrestling at the 2008 Summer Olympics - Women's Freestyle Lightweight,Wrestling at the 2008 Summer Olympics - Men's Freestyle Lightweight,Wrestling at the 2008 Summer Olympics - Women's Freestyle Flyweight,Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Middleweight,Wrestling at the 2008 Summer Olympics - Men's Freestyle Featherweight,Wrestling at the 2008 Summer Olympics - Women's Freestyle Heavyweight,Wrestling at the 2008 Summer Olympics - Men's Freestyle Heavyweight,Wrestling at the 2008 Summer Olympics - Men's freestyle Super Heavyweight,Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Welterweight,Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Lightweight,Wrestling at the 2008 Summer Olympics - Men's Freestyle Welterweight	
Torino Esposizioni	/m/09l5vd		Ice hockey at the 2006 Winter Olympics – Men’s Team,Ice hockey at the 2006 Winter Olympics – Women’s Team	
Panathinaiko Stadium	/m/03dmtf	1896 Summer Olympics,1906 Summer Olympics		
Olimpiysky National Sports Complex	/m/07796h			
Blacktown Olympic Centre	/m/0gjnw1	2000 Summer Olympics		
The O2 arena	/m/047t9qn	2012 Summer Olympics	Gymnastics at the 2012 Summer Olympics – Men's rings,Gymnastics at the 2012 Summer Olympics – Women's artistic individual all-around,Gymnastics at the 2012 Summer Olympics- Men's Floor Exercises,Gymnastics at the 2012 Summer Olympics – Women's uneven bars,Gymnastics at the 2012 Summer Olympics – Women's floor,Gymnastics at the 2012 Summer Olympics – Women's trampoline,Gymnastics at the 2012 Summer Olympics – Men's artistic team all-around,Gymnastics at the 2012 Summer Olympics – Men's parallel bars,Gymnastics at the 2012 Summer Olympics – Women's artistic team all-around,Gymnastics at the 2012 Summer Olympics – Women's balance beam,Gymnastics at the 2012 Summer Olympics – Men's pommel horse,Basketball at the 2012 Summer Olympics – Men,Gymnastics at the 2012 Summer Olympics – Men's trampoline,Gymnastics at the 2012 Summer Olympics – Men's artistic individual all-around,Gymnastics at the 2012 Summer Olympics – Men's horizontal bar,Basketball at the 2012 Summer Olympics- Women,Gymnastics at the 2012 Summer Olympics – Women's vault,Gymnastics at the 2012 Summer Olympics – Qualification,Gymnastics at the 2012 Summer Olympics – Men's vault	
Basketball Arena	/m/04jfmn8	2012 Summer Olympics	Basketball at the 2012 Summer Olympics – Men,Handball at the 2012 Summer Olympics – Women's tournament,Basketball at the 2012 Summer Olympics- Women,Handball at the 2012 Summer Olympics – Men's tournament	
Olympic Stadium	/m/02p3hm	1976 Summer Olympics		
Lake of Banyoles	/m/0dwhm_			
Qinhuangdao Olympic Sports Centre Stadium	/m/0dbw53			
Dorney Lake	/m/04bjm6	2012 Summer Olympics	Canoeing at the 2012 Summer Olympics – Men's K-4 1000 metres,Rowing at the 2012 Summer Olympics – Men's coxless pair,Canoeing at the 2012 Summer Olympics – Men's K-1 200 metres,Canoeing at the 2012 Summer Olympics – Men's C-1 200 metres,Canoeing at the 2012 Summer Olympics – Women's K-4 500 metres,Rowing at the 2012 Summer Olympics – Women's double sculls,Rowing at the 2012 Summer Olympics – Men's lightweight double sculls,Canoeing at the 2012 Summer Olympics – Women's K-1 500 metres,Rowing at the 2012 Summer Olympics – Men's quadruple sculls,Rowing at the 2012 Summer Olympics – Men's double sculls,Rowing at the 2012 Summer Olympics – Men's coxless four,Canoeing at the 2012 Summer Olympics – Men's K-1 1000 metres,Rowing at the 2012 Summer Olympics – Women's coxless pair,Canoeing at the 2012 Summer Olympics – Women's K-1 200 metres,Canoeing at the 2012 Summer Olympics – Men's C-1 1000 metres,Rowing at the 2012 Summer Olympics – Women's eight,Rowing at the 2012 Summer Olympics – Men's eight,Rowing at the 2012 Summer Olympics – Women's quadruple sculls,Canoeing at the 2012 Summer Olympics – Women's K-2 500 metres,Rowing at the 2012 Summer Olympics – Women's lightweight double sculls,Rowing at the 2012 Summer Olympics – Men's lightweight coxless four,Canoeing at the 2012 Summer Olympics – Men's K-2 1000 metres,Canoeing at the 2012 Summer Olympics – Men's C-2 1000 metres,Canoeing at the 2012 Summer Olympics – Men's K-2 200 metres,Rowing at the 2012 Summer Olympics – Women's single sculls,Rowing at the 2012 Summer Olympics – Men's single sculls	
Beijing Olympic Basketball Gymnasium	/m/04dst2f	2008 Summer Olympics		
